0	0.100511	0.001190	0.000469
1	0.004515	0.001978	0.001281
2	0.004509	0.003169	0.000517
3	0.002712	0.003818	0.000379
4	0.006638	0.001744	0.000144
5	0.004131	0.000661	0.000734
6	0.003818	0.001840	0.000734
7	0.005640	0.001533	0.000553
8	0.002976	0.001365	0.000307
9	0.002922	0.001840	0.000691
10	0.002549	0.001293	0.000685
11	0.002573	0.002321	0.000439
12	0.005886	0.002441	0.000367
13	0.002700	0.003439	0.000325
14	0.004329	0.003836	0.000469
15	0.001828	0.003229	0.000234
16	0.007967	0.003337	0.000421
17	0.003770	0.003752	0.000277
18	0.004455	0.004557	0.000283
19	0.006145	0.003698	0.000241
20	0.003367	0.002712	0.000361
21	0.003704	0.005712	0.000234
22	0.002850	0.004720	0.000283
23	0.006512	0.002958	0.000192
24	0.002537	0.006800	0.000463
25	0.002477	0.005640	0.000162
26	0.001647	0.003998	0.000433
27	0.002976	0.005171	0.000168
28	0.002555	0.004293	0.000361
29	0.008093	0.005303	0.000259
30	0.002291	0.004509	0.000289
31	0.003139	0.005808	0.000192
32	0.002916	0.004527	0.000162
33	0.003205	0.006061	0.000198
34	0.008153	0.001196	0.000222
35	0.002134	0.001251	0.000174
36	0.003169	0.004684	0.000234
37	0.003710	0.006229	0.000265
38	0.003463	0.001912	0.000132
39	0.009019	0.005213	0.000247
40	0.004161	0.006067	0.000180
41	0.004227	0.001245	0.000301
42	0.006385	0.000553	0.000132
43	0.002832	0.001178	0.000451
44	0.001978	0.005237	0.000150
45	0.002098	0.006283	0.000505
46	0.003373	0.001317	0.000132
47	0.003656	0.001611	0.000511
48	0.006896	0.006187	0.000114
49	0.002435	0.006830	0.000595
50	0.003475	0.002315	0.000084
51	0.003108	0.006019	0.000722
52	0.005387	0.007089	0.000313
53	0.006439	0.001359	0.000673
54	0.005255	0.001563	0.000788
55	0.003908	0.006211	0.001076
56	0.002814	0.007281	0.000800
57	0.008550	0.001335	0.001052
58	0.002231	0.000758	0.000902
59	0.003698	0.000283	0.001299
60	0.003565	0.001052	0.000445
61	0.002880	0.006542	0.001269
62	0.007558	0.008267	0.000192
63	0.002730	0.001677	0.001515
64	0.003938	0.000728	0.000415
65	0.003163	0.001124	0.001497
66	0.003367	0.006854	0.000409
67	0.007119	0.008760	0.001750
68	0.002682	0.001834	0.000679
69	0.003632	0.000980	0.001527
70	0.002988	0.000956	0.001485
71	0.003181	0.006993	0.001437
72	0.005297	0.009139	0.001425
73	0.002880	0.002303	0.002116
74	0.002152	0.006830	0.002195
75	0.003199	0.008748	0.001972
76	0.004359	0.001599	0.002225
77	0.004161	0.001172	0.002116
78	0.006512	0.000379	0.002796
79	0.004491	0.000854	0.002633
80	0.003866	0.005616	0.003722
81	0.003986	0.009097	0.002387
82	0.003078	0.001696	0.003493
83	0.002591	0.001305	0.002399
84	0.002140	0.000914	0.003950
85	0.005940	0.005592	0.002333
86	0.004407	0.009836	0.004251
87	0.005129	0.002098	0.003157
88	0.004179	0.001876	0.003066
89	0.003175	0.004563	0.002742
90	0.003096	0.010804	0.004672
91	0.003794	0.002056	0.002784
92	0.003295	0.002026	0.003920
93	0.002201	0.000661	0.002507
94	0.006031	0.004101	0.006000
95	0.004437	0.010474	0.000776
96	0.004936	0.002465	0.006037
97	0.003626	0.002495	0.001010
98	0.005363	0.000625	0.006337
99	0.004792	0.003950	0.000752
100	0.002850	0.009957	0.006704
101	0.003084	0.002820	0.000565
102	0.005051	0.002435	0.006746
103	0.003842	0.000583	0.000932
104	0.002976	0.003247	0.004972
105	0.003409	0.009337	0.001509
106	0.005411	0.002579	0.006512
107	0.003391	0.002736	0.001708
108	0.003638	0.000487	0.002880
109	0.002718	0.000631	0.003169
110	0.004618	0.002748	0.004966
111	0.004064	0.009043	0.001822
112	0.002754	0.003127	0.002808
113	0.004738	0.005008	0.005231
114	0.003878	0.008911	0.003427
115	0.003060	0.002982	0.002171
116	0.004497	0.003084	0.002603
117	0.004960	0.000559	0.001888
118	0.002369	0.000439	0.006818
119	0.004533	0.002417	0.002441
120	0.004401	0.007786	0.002916
121	0.003175	0.003403	0.003445
122	0.005075	0.004846	0.005363
123	0.003481	0.007522	0.003469
124	0.004900	0.003523	0.002459
125	0.003698	0.003866	0.007341
126	0.004497	0.000752	0.000818
127	0.004407	0.000505	0.004780
128	0.003102	0.002140	0.001040
129	0.005129	0.006975	0.006656
130	0.003084	0.004028	0.000962
131	0.004551	0.005682	0.005712
132	0.003433	0.007305	0.002014
133	0.004660	0.003800	0.002555
134	0.003265	0.004443	0.001768
135	0.003704	0.001792	0.006145
136	0.003012	0.006818	0.003565
137	0.003289	0.003505	0.004503
138	0.002772	0.004521	0.001762
139	0.003367	0.001990	0.002363
140	0.002507	0.006307	0.007407
141	0.002633	0.003114	0.003914
142	0.002892	0.003956	0.005309
143	0.001834	0.001918	0.001413
144	0.002477	0.005988	0.004299
145	0.002489	0.003205	0.005784
146	0.002189	0.004185	0.002928
147	0.002652	0.002038	0.004449
148	0.002002	0.005225	0.006818
149	0.002291	0.002796	0.001455
150	0.001786	0.004936	0.007419
151	0.001900	0.004978	0.001918
152	0.002213	0.003036	0.002201
153	0.001756	0.004582	0.001822
154	0.002231	0.004251	0.006590
155	0.001720	0.002982	0.004095
156	0.002333	0.004467	0.004948
157	0.002339	0.003854	0.002772
158	0.002189	0.002712	0.001882
159	0.001924	0.004624	0.008430
160	0.002381	0.003740	0.002002
161	0.002459	0.002814	0.006271
162	0.002399	0.005459	0.002736
163	0.002447	0.003565	0.005958
164	0.002525	0.005099	0.003854
165	0.002537	0.003770	0.006987
166	0.002567	0.004455	0.002279
167	0.002670	0.003229	0.003012
168	0.002694	0.003078	0.006037
169	0.002802	0.004786	0.003397
170	0.003012	0.004022	0.007167
171	0.002772	0.005038	0.001858
172	0.002748	0.004443	0.003746
173	0.003006	0.005237	0.005820
174	0.003072	0.005814	0.004046
175	0.002934	0.005646	0.006187
176	0.002742	0.005598	0.002994
177	0.002958	0.004341	0.002297
178	0.003036	0.005165	0.007239
179	0.002892	0.004600	0.002591
180	0.002898	0.004335	0.007540
181	0.003078	0.004305	0.003325
182	0.002904	0.004149	0.002441
183	0.003018	0.004419	0.004774
184	0.002832	0.004269	0.005910
185	0.002916	0.004137	0.003872
186	0.002958	0.004197	0.004690
187	0.002682	0.004137	0.007546
188	0.002730	0.004479	0.002207
189	0.002712	0.004389	0.006914
190	0.002333	0.004539	0.002958
191	0.002994	0.004058	0.003481
192	0.002561	0.004293	0.003583
193	0.003265	0.004263	0.006692
194	0.003145	0.004227	0.003589
195	0.002561	0.003950	0.005141
196	0.003145	0.003830	0.007359
197	0.002730	0.004028	0.003253
198	0.002633	0.004052	0.006295
199	0.003102	0.004034	0.004161
200	0.002790	0.004365	0.003589
201	0.003066	0.004551	0.005201
202	0.003114	0.004034	0.007251
203	0.002874	0.004203	0.005742
204	0.003583	0.003740	0.005435
205	0.003211	0.004305	0.009614
206	0.003235	0.004113	0.003000
207	0.003349	0.004275	0.008207
208	0.002886	0.004269	0.003644
209	0.003337	0.003986	0.009848
210	0.003529	0.003956	0.003890
211	0.003096	0.003782	0.009043
212	0.003698	0.003986	0.004696
213	0.003187	0.004101	0.009115
214	0.003277	0.004010	0.004425
215	0.003421	0.004269	0.008658
216	0.003469	0.003806	0.005189
217	0.003517	0.003884	0.008832
