218	0.003884	0.003716	0.006043
219	0.003601	0.004281	0.010281
220	0.003535	0.003632	0.006734
221	0.003980	0.003872	0.009758
222	0.004058	0.003361	0.008069
223	0.004624	0.003662	0.011141
224	0.004473	0.004425	0.009885
225	0.004455	0.003716	0.009644
226	0.004660	0.003728	0.010594
227	0.004323	0.003698	0.011291
228	0.004227	0.003632	0.009758
229	0.004960	0.003998	0.011899
230	0.004521	0.003752	0.011502
231	0.003968	0.003469	0.012897
232	0.004750	0.003589	0.012013
233	0.004293	0.003385	0.013961
234	0.004582	0.003373	0.010540
235	0.004269	0.003872	0.014514
236	0.003481	0.003710	0.010823
237	0.004185	0.003595	0.012338
238	0.003758	0.003914	0.010720
239	0.003728	0.003656	0.009307
240	0.004563	0.003854	0.012338
241	0.003241	0.003650	0.006650
242	0.003247	0.003547	0.008929
243	0.003824	0.004028	0.008550
244	0.002670	0.002754	0.007792
245	0.002537	0.003024	0.005574
246	0.002056	0.003283	0.006385
247	0.002032	0.003379	0.005129
248	0.002014	0.003385	0.006439
249	0.001714	0.004095	0.004906
250	0.001834	0.004942	0.006109
251	0.001671	0.005483	0.004852
252	0.001587	0.005664	0.004984
253	0.001858	0.005171	0.005123
254	0.000944	0.004221	0.002862
255	0.002892	0.002874	0.024964
