0	1
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	2
20	2
21	2
22	2
23	2
24	2
25	2
26	2
27	2
28	2
29	2
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	6
38	6
39	6
40	6
41	6
42	8
43	8
44	8
45	10
46	10
47	10
48	11
49	11
50	12
51	12
52	13
53	14
54	15
55	16
56	17
57	19
58	20
59	22
60	23
61	25
62	27
63	29
64	31
65	35
66	38
67	43
68	47
69	50
70	54
71	60
72	65
73	70
74	73
75	79
76	84
77	88
78	93
79	98
80	103
81	109
82	112
83	118
84	121
85	127
86	130
87	134
88	138
89	142
90	146
91	149
92	152
93	155
94	158
95	160
96	162
97	165
98	167
99	169
100	170
101	171
102	173
103	174
104	175
105	176
106	177
107	178
108	179
109	180
110	181
111	182
112	183
113	184
114	185
115	186
116	187
117	188
118	188
119	189
120	190
121	191
122	192
123	192
124	193
125	194
126	195
127	196
128	196
129	197
130	198
131	198
132	199
133	199
134	200
135	201
136	201
137	202
138	202
139	203
140	204
141	204
142	205
143	206
144	207
145	207
146	208
147	209
148	209
149	210
150	211
151	212
152	212
153	213
154	214
155	214
156	215
157	215
158	216
159	217
160	217
161	218
162	218
163	219
164	219
165	220
166	220
167	221
168	221
169	222
170	223
171	223
172	224
173	224
174	225
175	225
176	226
177	226
178	226
179	227
180	227
181	228
182	228
183	229
184	229
185	230
186	230
187	231
188	231
189	232
190	232
191	232
192	233
193	233
194	234
195	234
196	235
197	235
198	235
199	236
200	236
201	237
202	237
203	237
204	238
205	238
206	239
207	239
208	240
209	240
210	240
211	240
212	240
213	242
214	242
215	243
216	243
217	243
218	243
219	243
220	244
221	244
222	245
223	245
224	246
225	246
226	247
227	247
228	248
229	248
230	248
231	249
232	249
233	250
234	250
235	250
236	251
237	251
238	251
239	252
240	252
241	252
242	252
243	252
244	253
245	253
246	253
247	253
248	253
249	253
250	253
251	253
252	253
253	253
254	253
255	253
