0	0.000000
1	0.003806
2	0.003728
3	0.004034
4	0.000000
5	0.000000
6	0.004076
7	0.000000
8	0.003175
9	0.000000
10	0.003740
11	0.003169
12	0.004666
13	0.002898
14	0.003397
15	0.003620
16	0.004786
17	0.005363
18	0.000000
19	0.006463
20	0.006764
21	0.000000
22	0.007251
23	0.008369
24	0.000000
25	0.009217
26	0.000000
27	0.009686
28	0.000000
29	0.010792
30	0.000000
31	0.011436
32	0.000000
33	0.000000
34	0.000000
35	0.013185
36	0.000000
37	0.000000
38	0.013690
39	0.000000
40	0.000000
41	0.000000
42	0.000000
43	0.014184
44	0.000000
45	0.000000
46	0.000000
47	0.015999
48	0.000000
49	0.000000
50	0.015777
51	0.000000
52	0.000000
53	0.000000
54	0.016673
55	0.000000
56	0.000000
57	0.000000
58	0.000000
59	0.000000
60	0.018476
61	0.000000
62	0.000000
63	0.000000
64	0.000000
65	0.019222
66	0.000000
67	0.000000
68	0.000000
69	0.000000
70	0.019150
71	0.000000
72	0.000000
73	0.018753
74	0.000000
75	0.000000
76	0.000000
77	0.000000
78	0.000000
79	0.018609
80	0.000000
81	0.000000
82	0.000000
83	0.000000
84	0.019992
85	0.000000
86	0.000000
87	0.000000
88	0.019883
89	0.000000
90	0.000000
91	0.000000
92	0.000000
93	0.020358
94	0.000000
95	0.000000
96	0.000000
97	0.000000
98	0.019727
99	0.000000
100	0.000000
101	0.000000
102	0.000000
103	0.018765
104	0.000000
105	0.000000
106	0.000000
107	0.000000
108	0.000000
109	0.017707
110	0.000000
111	0.000000
112	0.018350
113	0.000000
114	0.000000
115	0.000000
116	0.000000
117	0.000000
118	0.017088
119	0.000000
120	0.000000
121	0.017418
122	0.000000
123	0.000000
124	0.000000
125	0.000000
126	0.000000
127	0.017911
128	0.000000
129	0.000000
130	0.017051
131	0.000000
132	0.000000
133	0.000000
134	0.016775
135	0.000000
136	0.000000
137	0.000000
138	0.015452
139	0.000000
140	0.000000
141	0.000000
142	0.015139
143	0.000000
144	0.000000
145	0.000000
146	0.013570
147	0.000000
148	0.000000
149	0.012903
150	0.000000
151	0.000000
152	0.012163
153	0.000000
154	0.000000
155	0.010871
156	0.000000
157	0.000000
158	0.010708
159	0.000000
160	0.009476
161	0.000000
162	0.009145
163	0.000000
164	0.000000
165	0.008862
166	0.000000
167	0.008484
168	0.000000
169	0.008424
170	0.007371
171	0.006680
172	0.000000
173	0.005694
174	0.004918
175	0.004666
176	0.003866
177	0.003746
178	0.003962
179	0.003535
180	0.003608
181	0.003692
182	0.003632
183	0.003571
184	0.003908
185	0.003692
186	0.003553
187	0.003511
188	0.007053
189	0.003211
190	0.003223
191	0.003187
192	0.006151
193	0.002832
194	0.003054
195	0.003066
196	0.005688
197	0.002850
198	0.004804
199	0.004924
200	0.002207
201	0.004786
202	0.005002
203	0.002441
204	0.005321
205	0.002706
206	0.002718
207	0.005700
208	0.002922
209	0.005501
210	0.002784
211	0.002946
212	0.005345
213	0.002766
214	0.004804
215	0.005075
216	0.002333
217	0.004371
218	0.004311
219	0.003842
220	0.003998
221	0.004275
222	0.002357
223	0.004233
224	0.003734
225	0.003848
226	0.005544
227	0.003830
228	0.003944
229	0.003662
230	0.003662
231	0.003716
232	0.004990
233	0.003102
234	0.003090
235	0.005002
236	0.003096
237	0.004792
238	0.003373
239	0.003692
240	0.008568
241	0.000000
242	0.003547
243	0.008436
244	0.003295
245	0.003692
246	0.003415
247	0.003974
248	0.005213
249	0.003427
250	0.004064
251	0.003704
252	0.004377
253	0.004443
254	0.000000
255	0.000000
